"AGENCY_ID","scaled_log_n_train_rows","scaled_n_train_years_active","scaled_mean_log_wp_train","scaled_mean_log_prev_wp_train","scaled_mean_log_prev_poly_train","scaled_sd_log_wp_train","scaled_iqr_log_wp_train","scaled_sd_log_prev_poly_train","scaled_mean_active_producers_train_clean","scaled_n_products_train","scaled_n_states_train","scaled_product_hhi","scaled_state_hhi","scaled_pl_share_train","scaled_slope_mean_log_wp_by_year"
3,1.369592,0.653219,0.873725,0.175743,-0.427645,0.430072,0.055892,-0.013531,-0.359699,1.180354,2.317516,-0.489467,-2.244048,0.162159,-0.064791
11,-0.303582,-0.818285,-1.086181,-1.306324,-1.040313,-0.681114,-0.189507,-0.946642,1.59054,-0.505482,-0.642924,-0.249715,0.628811,-0.73186,-1.402018
12,-0.512273,-0.327783,0.219763,0.226559,0.98945,1.679045,2.845539,0.178542,0.336815,-1.271771,0.34389,0.220935,-0.610847,1.901993,-0.661304
14,-2.703744,-2.289789,0.110741,2.456199,2.995574,-3.191196,-2.468346,-2.177866,-0.290047,-1.884803,-0.642924,3.782548,0.628811,-1.643578,0.094867
16,0.830114,0.653219,-0.057345,-0.583887,-0.472977,0.021282,-0.251094,-0.006839,1.079763,0.873839,0.34389,-0.450959,-1.103235,0.129208,0.214977
32,0.338475,-0.327783,0.328532,-0.16058,-0.110798,0.056299,-0.425366,-0.081887,1.2655,0.720581,0.34389,-0.474564,0.145036,0.704787,-1.246836
36,0.294759,0.653219,-0.29221,-0.824393,-1.199568,-1.280074,-0.594286,-1.209327,-0.59187,-0.352224,-0.642924,-0.324053,0.628811,-1.060744,-0.204596
37,-1.288123,0.653219,0.264636,-0.361501,0.065744,-2.691179,-2.218266,-1.675686,-0.313264,-1.731545,-0.642924,1.882732,0.628811,1.901993,0.009294
46,0.769027,0.653219,1.23175,0.451964,-0.398296,0.113221,0.503729,-0.105049,1.311934,1.027096,-0.642924,-0.502076,0.628811,0.183755,-0.057098
61,-0.303582,-0.327783,0.944097,0.583442,-0.540842,-0.537408,-0.25081,1.140698,-0.684738,-0.965256,-0.642924,-0.094628,0.628811,-1.643578,0.516812
84,-0.573812,-0.327783,0.202217,0.078864,0.730984,0.318562,0.960224,0.209818,-0.220396,-1.271771,-0.642924,0.16385,0.628811,1.901993,0.784915
87,0.510898,0.653219,0.045166,-0.462048,-0.034572,0.374379,-1.092475,0.199399,2.054882,1.180354,-0.642924,-0.464661,0.628811,0.670374,-0.404065
96,0.400014,0.653219,0.114699,-0.458908,-0.782251,-0.9014,-0.884404,-0.678591,0.104644,-0.198966,-0.642924,-0.363275,0.628811,-0.191175,-0.292882
102,0.349053,-0.818285,-0.511343,0.203055,0.675869,0.695305,-0.332335,1.497387,-0.406133,0.720581,1.330703,-0.404768,-1.868903,-0.098073,2.114306
111,-2.703744,-2.289789,-0.505993,-1.695193,-1.424946,-3.191196,-2.468346,-2.177866,-0.638304,-1.884803,-0.642924,3.782548,0.628811,-1.643578,0.094867
148,0.429154,0.653219,0.458284,-0.274595,-1.026312,-0.536948,0.083845,-0.713034,0.986894,0.414065,-0.642924,-0.399553,0.628811,-0.695344,0.177654
152,0.743276,0.653219,0.17617,-0.435878,-0.4099,0.371413,-0.06153,0.051209,-0.127528,1.180354,-0.642924,-0.499213,0.628811,0.129208,-0.219591
153,-1.454759,-1.799288,0.513349,0.050872,0.503772,1.611501,1.662298,-0.688002,-0.777607,-1.118514,-0.642924,0.107308,0.628811,1.901993,0.094867
156,1.107835,0.653219,0.816879,0.053628,-0.706848,0.730203,1.473896,-0.117868,0.383249,1.333612,2.317516,-0.477542,-1.934574,-0.323034,-0.001051
160,-2.703744,-2.289789,0.062457,0.54191,0.206313,-3.191196,-2.468346,-2.177866,-0.313264,-1.884803,-0.642924,3.782548,0.628811,1.901993,0.094867
163,-0.976977,-2.289789,-0.607673,2.456199,2.995574,0.423533,0.436462,-2.177866,-0.359699,-0.505482,1.330703,-0.157812,-1.81601,0.720136,0.094867
164,-1.942857,-2.289789,-1.110809,2.456199,2.995574,0.038248,-1.224741,-2.177866,-0.173962,-1.425029,-0.642924,0.390019,0.628811,1.901993,0.094867
166,0.528021,0.653219,1.408893,0.61648,-1.001875,-0.058588,0.40185,-0.760125,0.847592,0.414065,0.34389,-0.423049,0.528587,-0.693219,0.334198
173,0.660855,0.653219,0.524836,-0.140054,-0.473596,0.653935,0.6399,0.022749,-0.545436,0.720581,-0.642924,-0.472819,0.628811,0.004802,-0.183655
184,0.887012,0.653219,-0.00207,-0.483965,-0.186447,0.793898,0.190786,0.079092,-0.499001,1.027096,0.34389,-0.450524,-1.128404,0.625588,0.146108
188,0.585312,0.653219,-0.281986,-0.722306,-0.310958,0.863693,-0.348732,-0.037299,-0.452567,0.720581,-0.642924,-0.466478,0.628811,0.50422,-0.565554
204,0.593183,0.653219,0.321394,-0.361141,-0.710562,-0.078956,-0.115413,-0.33215,-0.824041,0.414065,-0.642924,-0.44419,0.628811,-0.225349,0.179043
242,0.736712,0.653219,0.915932,0.173536,-0.393762,0.52539,0.259108,0.053081,-0.173962,1.027096,-0.642924,-0.495621,0.628811,0.115025,0.248291
245,0.950513,0.653219,0.726025,0.168312,-1.15042,0.846953,1.008537,-0.753376,3.540778,0.107549,2.317516,-0.355086,-2.413816,-1.140194,-0.932472
251,0.147836,0.162718,0.019136,-0.476699,-0.771498,0.333766,0.580815,-0.236051,-0.359699,0.107549,-0.642924,-0.387075,0.628811,-0.306723,0.412593
263,0.528021,0.653219,-0.215838,-0.691959,-0.763538,0.626331,0.927124,-0.307167,-0.26683,0.414065,0.34389,-0.416318,-0.198033,-0.4008,-0.268382
291,-1.288123,0.162718,-0.839036,-0.982338,0.011823,-1.239495,-0.952926,-1.711246,-0.290047,-1.731545,-0.642924,1.611329,0.628811,1.901993,-1.863035
292,0.359499,0.162718,-0.187087,-0.557387,-0.716831,0.217539,0.74807,-0.540162,0.104644,0.414065,-0.642924,-0.450186,0.628811,-0.072755,-0.835013
294,0.484534,0.653219,0.639609,-0.147675,-0.748218,-0.167864,0.174965,-0.131475,-0.59187,0.567323,-0.642924,-0.423376,0.628811,-0.448875,0.237607
301,0.502203,0.653219,-0.285956,-0.489423,-0.336466,0.387802,0.050761,0.583966,-0.220396,1.027096,-0.642924,-0.463361,0.628811,0.016051,0.09759
307,-0.542473,0.653219,0.020702,0.963222,1.483874,-0.882189,-0.779852,0.506275,-0.290047,0.107549,-0.642924,-0.004773,0.628811,0.67468,-1.098008
313,-1.454759,-0.818285,-1.542224,-0.894587,-0.319816,-1.756995,-1.014741,1.607364,-0.777607,-1.731545,-0.642924,1.520862,0.628811,-1.643578,0.748457
326,0.510898,0.653219,-0.150598,-0.713559,-0.298948,0.289397,0.26798,-0.006506,-0.824041,0.567323,-0.642924,-0.427571,0.628811,0.483765,0.621665
330,-0.976977,-2.289789,0.583212,2.456199,2.995574,0.184448,0.135495,-2.177866,0.197512,-0.65874,0.34389,-0.19802,-1.81601,-1.643578,0.094867
348,-2.703744,-2.289789,-2.859966,2.456199,2.995574,-3.191196,-2.468346,-2.177866,-0.290047,-1.884803,-0.642924,3.782548,0.628811,-1.643578,0.094867
351,0.569342,0.162718,-0.579015,-0.181351,0.403564,0.239365,0.404058,1.12023,-0.313264,0.873839,0.34389,-0.415615,-1.236831,0.26825,0.651051
372,0.248614,0.162718,-1.649933,-1.135738,-0.127276,-0.565469,-0.372219,0.808893,-0.824041,-0.045709,-0.642924,-0.380741,0.628811,0.1549,0.032483
375,0.756252,0.653219,1.201892,0.482444,-0.240973,0.266595,0.137229,0.231798,0.197512,1.333612,-0.642924,-0.503391,0.628811,0.184607,0.120402
390,-1.552566,-2.289789,-1.69438,-1.284634,-0.713318,0.148115,-0.448867,-0.702613,0.011775,-0.965256,-0.642924,-0.094628,0.628811,0.382463,0.094867
401,0.212241,0.653219,0.306569,-0.450456,-0.421555,0.612604,0.471123,-0.152523,-0.499001,-0.352224,-0.642924,-0.30884,0.628811,0.236649,-0.206554
426,-1.288123,0.162718,-1.73112,-1.872836,-0.320748,-1.524809,-0.573095,-1.890568,-0.290047,-1.731545,-0.642924,1.611329,0.628811,1.901993,-1.479988
448,0.161123,0.653219,1.36176,0.625711,-1.282348,-0.926027,-0.710573,-0.721315,-0.220396,-0.505482,-0.642924,-0.258363,0.628811,-1.643578,-0.130702
456,1.18813,0.653219,0.279896,-0.380866,-0.568569,0.60736,0.087562,-0.213724,-0.173962,1.027096,1.330703,-0.45249,-2.178737,0.03072,-0.014995
457,0.063316,-0.327783,-0.578068,-0.649135,-0.565327,0.302098,0.513914,0.427806,-0.452567,-0.045709,-0.642924,-0.383441,0.628811,-0.354279,-1.966889
462,-1.552566,0.653219,-0.817333,-1.430536,-0.18088,-2.960063,-2.326013,-2.138023,-0.290047,-1.884803,-0.642924,3.782548,0.628811,1.901993,0.344812
469,1.214494,0.653219,0.498605,-0.165777,-0.346437,0.325937,-0.106337,-0.061331,2.194185,1.027096,1.330703,-0.484407,-1.84169,0.280252,0.034564
470,1.103609,0.653219,0.748823,0.146588,-0.476084,1.253936,1.857708,-0.032584,-0.545436,1.333612,2.317516,-0.495414,-1.480442,0.156481,-0.201183
477,-1.663451,-2.289789,0.745664,2.456199,2.995574,-1.305106,-1.04752,-2.177866,-0.638304,-1.118514,-0.642924,0.013071,0.628811,-1.643578,0.094867
483,0.794004,0.653219,1.080633,0.363784,-0.267744,0.482936,-0.032114,0.180567,-0.127528,1.333612,-0.642924,-0.511582,0.628811,0.235046,-0.344287
506,0.32776,0.162718,0.152946,0.029122,-0.127669,0.122796,0.291713,1.171118,-0.034659,0.720581,-0.642924,-0.455764,0.628811,-0.523924,-0.137901
507,0.675173,0.653219,1.121005,0.475902,-0.652829,0.584988,1.012823,-0.113268,-0.26683,0.873839,0.34389,-0.474585,0.54486,-0.268141,-0.413562
512,0.668045,0.653219,0.466039,-0.03634,-0.214549,0.451107,-0.340025,0.22273,-0.452567,1.180354,-0.642924,-0.481222,0.628811,0.206285,-0.11734
526,-1.791457,-1.799288,-0.98918,0.819597,1.581008,-0.697556,0.240747,1.434561,-0.684738,-1.578287,-0.642924,0.88759,0.628811,1.901993,0.094867
541,0.653603,0.653219,-0.172157,-0.715548,-0.588936,-0.583387,-0.254025,-0.496641,-0.081093,0.260807,0.34389,-0.389766,-0.626655,0.144896,-0.00638
548,-2.367046,-1.799288,-0.417807,-2.313598,0.785314,-0.050108,-1.218784,3.604169,-0.499001,-1.884803,-0.642924,3.782548,0.628811,-1.643578,0.094867
553,0.668045,0.653219,1.355134,0.554768,-0.736686,0.610346,1.385024,-0.141159,-0.081093,0.873839,1.330703,-0.462068,0.217324,-0.410336,0.08863
562,1.207046,0.653219,1.092667,0.47258,-0.4732,1.261817,0.886719,0.275259,0.011775,1.180354,2.317516,-0.475299,-2.01814,-0.279897,-0.40726
563,0.577366,0.653219,-0.642534,-1.007139,-0.575054,0.391427,0.46609,-0.445505,-0.638304,0.720581,-0.642924,-0.456435,0.628811,0.249688,0.018933
564,0.147836,0.653219,-0.625735,-1.073759,-0.437159,0.929171,0.507469,-0.103691,-0.313264,-0.65874,-0.642924,-0.236336,0.628811,0.274518,-0.111616
578,0.528021,0.653219,0.280261,-0.427701,0.142526,0.213319,-1.188309,-0.247241,-0.313264,0.414065,0.34389,-0.386512,-0.028906,1.170948,0.353798
581,-0.606381,0.653219,-0.478331,-0.36233,0.271912,0.835617,-0.800646,0.829426,0.290381,-1.118514,-0.642924,0.232957,0.628811,0.27694,0.220625
586,0.806215,0.653219,1.417058,0.647992,-0.050588,0.812509,-0.403165,0.506637,0.011775,1.48687,-0.642924,-0.51534,0.628811,0.25956,-0.23572
599,-0.014348,0.653219,0.100459,-0.345421,0.360598,1.189181,2.249846,-0.60312,-0.731173,-0.811998,-0.642924,-0.118408,0.628811,1.901993,-0.309345
604,1.443127,0.653219,0.554813,-0.079864,-0.506959,0.778418,0.66113,0.180746,0.568986,1.333612,3.304329,-0.461162,-2.771307,-0.220526,-0.030023
609,-1.791457,-2.289789,0.712307,2.456199,2.995574,0.459511,-0.341863,-2.177866,-0.545436,-1.271771,-0.642924,0.16385,0.628811,1.901993,0.094867
620,0.033116,0.653219,-1.501054,-2.265886,0.080793,-0.04687,0.529034,0.969689,-0.290047,0.414065,0.34389,-0.362401,-0.210458,0.229554,0.378963
625,-1.663451,-1.308786,-1.907087,0.023563,0.807131,1.371749,-1.360242,0.962019,-0.777607,-1.731545,-0.642924,1.520862,0.628811,1.901993,-7.744274
626,0.660855,0.653219,-0.519779,-1.110652,-0.391131,0.09291,0.131408,-0.617527,0.429683,-0.045709,0.34389,-0.354479,-1.19126,0.813441,0.180296
633,-0.156035,0.162718,-0.403587,-0.267004,-0.477691,-0.493434,-0.064745,1.218053,-0.359699,-0.65874,-0.642924,-0.145914,0.628811,-1.474741,1.887409
643,0.743276,0.653219,-0.269451,-0.73201,-0.29181,0.126598,-0.478148,-0.204643,-0.359699,0.873839,0.34389,-0.430263,-0.786841,0.663857,-0.498149
650,0.847596,0.653219,1.068914,0.416241,-0.170243,0.612137,-0.009298,0.270562,-0.499001,1.640128,0.34389,-0.517188,0.361729,0.240782,-0.151559
652,-0.351046,-0.818285,0.523824,0.780933,0.377148,-0.049822,0.963381,1.813017,3.819383,-0.045709,-0.642924,-0.354531,0.628811,-0.998929,4.490891
663,0.048353,-0.818285,-0.908129,0.185947,0.695583,-0.204504,-0.046988,1.61768,0.011775,-0.198966,1.330703,-0.25374,-2.096416,-0.52738,1.962583
668,0.106651,0.162718,0.367708,0.222115,-0.182993,0.251666,0.544237,1.128452,0.894026,0.107549,-0.642924,-0.380461,0.628811,-0.482098,-0.125423
678,0.349053,0.162718,1.14022,0.859888,0.113071,0.745533,1.488291,1.066319,0.336815,-0.045709,0.34389,-0.389899,0.265536,-0.279897,-0.627102
683,0.577366,0.653219,1.403535,0.681941,-0.642603,0.533571,0.922904,0.061588,3.447909,0.567323,0.34389,-0.444496,0.534368,-0.438772,-0.099447
684,0.608705,0.653219,0.529035,-0.14663,-0.612244,-0.026707,-0.143198,-0.050911,-0.870475,0.720581,-0.642924,-0.457546,0.628811,-0.251858,0.198274
685,-1.149401,-1.799288,-1.983169,-0.668479,0.261461,0.470303,-0.312048,0.695237,-0.173962,-0.198966,0.34389,-0.363877,-0.735487,0.424672,0.094867
690,0.812255,0.653219,1.124264,0.398551,-0.348307,0.193919,0.171438,-0.115603,0.661855,1.027096,0.34389,-0.501991,0.350383,0.271548,-0.315457
692,0.68224,0.653219,0.271752,-0.255793,-0.363277,0.065884,-0.513657,0.150164,0.290381,1.027096,-0.642924,-0.483413,0.628811,0.053448,-0.03927
693,0.769027,0.653219,1.303826,0.650539,-0.300903,0.478587,0.288924,0.093705,1.729842,0.873839,0.34389,-0.498329,0.553831,0.156481,-1.002535
702,-1.03057,0.162718,-1.667305,-2.002992,-0.4698,0.813047,-0.029524,-0.838316,-0.290047,-0.811998,0.34389,0.551568,-0.573998,1.142228,0.507862
703,0.316905,0.162718,-0.203924,-0.018074,0.451816,0.494381,-0.343816,0.869119,0.104644,0.107549,0.34389,-0.366892,-0.307206,0.531039,-0.554481
716,0.349053,0.653219,0.500141,0.025459,-0.858001,-0.474464,-0.256654,0.291674,0.151078,-0.352224,1.330703,-0.327446,-0.076749,-1.325386,-0.280369
726,0.236666,0.653219,-0.187591,-0.7486,-0.620801,-0.145591,-0.031369,-0.489263,-0.731173,-0.352224,-0.642924,-0.292791,0.628811,0.077067,0.29244
754,-2.703744,-2.289789,-3.42965,2.456199,2.995574,-3.191196,-2.468346,-2.177866,1.219066,-1.884803,-0.642924,3.782548,0.628811,-1.643578,0.094867
756,-2.367046,-2.289789,-3.550906,2.456199,2.995574,-2.891151,-2.348984,-2.177866,-0.452567,-1.731545,-0.642924,1.520862,0.628811,-1.643578,0.094867
770,0.544797,0.653219,-0.006681,-0.451588,-0.144479,0.316017,-0.04903,0.299784,-0.452567,0.873839,-0.642924,-0.448681,0.628811,0.397812,0.296424
772,1.195748,0.653219,0.625751,0.286054,-0.309353,1.584004,1.115372,0.723426,12.966929,1.180354,4.291142,-0.447477,-2.499508,-0.53762,-0.113726
778,0.248614,0.653219,0.853619,0.144654,-1.233144,-0.611793,-0.989417,-0.973671,0.754723,-0.352224,-0.642924,-0.297133,0.628811,-1.232497,-0.209253
780,0.017594,0.653219,-1.29431,-1.347856,-0.529277,0.169544,0.827127,0.021822,0.011775,-0.505482,-0.642924,-0.238971,0.628811,-0.00716,-0.307221
787,-0.712534,-0.327783,-1.398493,-2.616925,-1.214445,0.04049,-0.214684,-0.393491,-0.034659,-0.65874,-0.642924,-0.0536,0.628811,-1.643578,1.184126
791,0.908723,0.653219,0.870673,0.429046,-0.427061,0.793143,0.854916,0.774327,-0.452567,0.414065,1.330703,-0.394839,-2.105261,-0.607534,-0.363681
803,0.338475,0.653219,0.073536,-0.114938,-0.023331,-0.166854,0.250094,0.749975,-0.499001,-0.045709,-0.642924,-0.363177,0.628811,0.198277,0.599687
805,0.260393,0.162718,-1.140732,-0.701184,0.03803,-0.212133,-0.652996,1.144082,-0.499001,0.260807,0.34389,-0.35126,-0.47176,-0.073396,0.051923
806,0.835982,0.653219,0.229406,-0.390976,-0.404323,0.547345,-0.206707,-0.086125,-0.452567,1.333612,0.34389,-0.517625,0.491455,0.26751,-0.190479
808,-0.014348,0.653219,0.104688,-0.118121,0.510159,0.924431,1.972775,-0.063057,-0.499001,-0.811998,0.34389,0.015484,-0.553871,1.689259,-0.673743
810,0.569342,0.653219,0.203129,-0.475507,-0.635213,-0.002504,-0.051124,-0.376148,-0.452567,0.414065,-0.642924,-0.447788,0.628811,0.059687,-0.078281
811,1.465346,0.653219,0.509266,-0.11438,-0.535788,0.422361,0.369127,0.054218,3.215738,1.180354,2.317516,-0.479452,-2.598509,-0.129079,0.266816
817,0.519504,0.653219,0.450954,-0.227256,-0.266803,-0.178402,-1.265808,-0.200712,-0.59187,0.260807,-0.642924,-0.421793,0.628811,0.498538,0.069007
831,-2.128155,-2.289789,-2.104687,2.456199,2.995574,0.090168,-0.623628,-2.177866,0.011775,-1.578287,-0.642924,0.766966,0.628811,1.901993,0.094867
834,0.824203,0.653219,0.561196,-0.022091,-0.25822,0.859375,0.495644,0.062249,-0.59187,1.48687,-0.642924,-0.520052,0.628811,0.397039,-0.212582
847,0.493416,0.653219,0.672943,-0.0263,-0.896717,-0.770639,-0.460485,-0.472346,-0.452567,0.260807,-0.642924,-0.414999,0.628811,-0.614219,0.062196
851,-0.175575,-0.327783,-0.442882,-0.732615,-0.656305,-0.509286,-0.086317,0.086452,-0.638304,-0.198966,-0.642924,-0.312974,0.628811,-0.519372,0.083835
859,0.696197,0.653219,1.145179,0.29216,-0.571498,0.395027,0.599181,-0.150674,2.101316,0.720581,-0.642924,-0.478577,0.628811,-0.153842,0.168205
864,0.305906,0.653219,0.05022,-0.32601,-0.477209,0.40658,0.807455,0.412904,-0.824041,0.260807,-0.642924,-0.372412,0.628811,-0.254097,-0.215104
865,0.092456,-1.799288,0.330762,-0.703778,-1.043746,0.774582,0.505339,-0.783666,0.104644,0.260807,2.317516,-0.363529,-2.542708,-0.834939,0.094867
877,1.095092,0.653219,0.067829,-0.586175,-0.385912,0.478548,0.593253,-0.128314,-0.127528,1.180354,1.330703,-0.428855,-2.132763,0.340472,0.061635
884,0.794004,0.653219,0.193088,-0.197381,-0.373884,-0.404362,-0.3462,0.343766,-0.499001,1.333612,0.34389,-0.484376,-0.290244,0.129208,0.227871
885,0.484534,0.653219,0.24111,-0.347383,-0.627628,-0.102361,0.054318,0.287956,-0.731173,0.567323,-0.642924,-0.425514,0.628811,-0.487413,0.184817
886,1.247205,0.653219,1.285355,0.518523,-0.227215,0.905516,1.183964,0.230569,0.290381,1.48687,0.34389,-0.502151,-1.721804,0.220904,0.017721
891,-2.367046,-1.799288,0.161355,-0.322982,-0.329929,-2.220039,-2.082008,-1.809251,-0.59187,-1.884803,-0.642924,3.782548,0.628811,1.901993,0.094867
897,0.68224,0.653219,0.53876,-0.10103,-0.527803,0.423653,0.627837,-0.119521,0.336815,0.720581,-0.642924,-0.476143,0.628811,-0.00716,-0.235721
915,0.781609,0.653219,0.198945,-0.421487,-0.476128,0.203387,-0.003522,-0.227013,-0.127528,0.873839,0.34389,-0.449547,-0.879245,0.209789,0.198435
928,0.283461,0.653219,-0.641896,-1.107143,-0.620327,0.283482,-1.052593,-0.096598,-0.59187,-0.045709,-0.642924,-0.328974,0.628811,-0.215501,-0.000367
949,0.749789,0.653219,0.455138,-0.162954,-0.171558,0.036443,-0.668807,0.125096,-0.638304,1.333612,-0.642924,-0.501601,0.628811,0.422345,0.231685
955,0.419554,0.653219,-0.996555,-1.38578,-0.998935,-0.792642,-0.663316,-0.91844,-0.499001,-0.352224,0.34389,-0.305704,-0.562178,-0.55905,0.208406
972,0.87594,0.653219,-0.249709,-0.783598,-0.470282,0.485538,0.36166,-0.145225,-0.26683,0.567323,0.34389,-0.427344,-1.39596,0.201077,-0.099392
976,-1.454759,-2.289789,-1.778848,2.456199,2.995574,-0.360488,-0.047897,-2.177866,1.683408,-0.811998,-0.642924,-0.175403,0.628811,-0.757185,0.094867
983,1.232826,0.653219,0.680314,0.162973,-0.897758,0.314027,0.061856,-0.201002,1.404803,0.567323,2.317516,-0.415737,-2.519466,-0.803837,-0.41373
993,0.199753,0.653219,-0.275567,-0.429327,0.421467,0.666196,0.39993,-0.405365,1.172631,0.107549,-0.642924,-0.298658,0.628811,1.629257,-0.520155
1009,0.668045,0.653219,1.697945,0.708873,-0.841646,1.016778,0.882977,-0.139164,-0.081093,0.567323,0.34389,-0.410764,-0.421446,-0.687815,0.030279
1010,0.359499,0.653219,-0.106462,-0.583297,-0.545296,-0.574867,-0.572345,-0.185855,-0.452567,-0.045709,-0.642924,-0.348717,0.628811,0.017006,-0.329631
1020,-0.483133,0.653219,-0.968446,-1.301375,-0.195736,0.641783,1.102716,-0.773095,-0.545436,-0.65874,-0.642924,0.009225,0.628811,1.395483,1.310401
1022,-0.303582,-0.818285,1.911533,1.308192,-0.035639,-0.052586,0.053794,1.673583,-0.26683,-0.65874,0.34389,-0.22756,0.099575,-1.643578,3.769804
1031,-2.128155,-2.289789,-1.487931,-0.456109,0.378934,2.318127,0.568514,-0.923504,0.476118,-1.578287,-0.642924,0.766966,0.628811,1.901993,0.094867
1049,0.55306,0.653219,-0.313741,-0.959582,-0.649747,-0.386773,-0.021192,-0.383007,-0.406133,0.107549,1.330703,-0.33734,-0.961524,0.200119,0.506933
1057,0.475557,0.653219,0.641988,-0.143912,-1.187177,0.02473,0.243717,-1.366038,-0.173962,-0.045709,-0.642924,-0.392873,0.628811,-0.825369,0.205664
1062,0.338475,0.653219,-1.066093,-1.332577,-0.624439,-0.591783,-0.900428,-0.194747,-0.034659,-0.045709,-0.642924,-0.367755,0.628811,-0.031955,0.007946
1074,-1.454759,-2.289789,0.872503,2.456199,2.995574,-0.192173,0.22142,-2.177866,-0.173962,-0.811998,-0.642924,-0.175403,0.628811,-1.643578,0.094867
1075,-2.703744,-2.289789,0.359551,2.456199,2.995574,-3.191196,-2.468346,-2.177866,-0.824041,-1.884803,-0.642924,3.782548,0.628811,1.901993,0.094867
1079,0.638905,0.653219,0.915808,0.064585,-0.890009,0.431324,1.314092,-0.440829,0.336815,0.720581,0.34389,-0.448958,0.048411,-0.525605,0.831906
1100,0.390069,0.653219,-0.471535,-0.813365,0.02749,1.396783,0.475018,0.169183,-0.359699,0.260807,1.330703,-0.349301,0.060529,0.734549,0.427145
1102,-0.326975,-0.818285,0.25972,0.467068,0.005223,-1.236968,-0.916538,1.705064,-0.034659,-0.352224,-0.642924,-0.255618,0.628811,-1.330733,0.742233
1126,0.675173,0.653219,-0.145544,-0.748288,-0.382868,0.59204,0.009388,-0.052352,-0.777607,0.720581,-0.642924,-0.473913,0.628811,0.190338,0.2846
1135,0.380003,0.653219,1.019652,0.508234,-0.941281,-0.668991,-0.226999,-0.181122,0.94046,-0.198966,0.34389,-0.343021,0.167682,-1.030763,-0.088719
1136,0.561241,0.653219,-0.279304,-0.83652,-0.493446,0.474986,0.060705,-0.147126,0.151078,0.567323,-0.642924,-0.44506,0.628811,0.181865,0.400404
1162,1.34778,0.653219,-0.284756,-0.753534,-0.249513,0.879893,1.17864,-0.012052,-0.034659,1.333612,1.330703,-0.479612,-2.397464,0.535189,0.253457
1163,-0.258684,0.653219,-1.340917,-1.092717,-0.232035,-0.487404,-1.117327,0.849316,-0.359699,-0.965256,0.34389,-0.076692,-1.52377,0.081295,0.575496
1170,0.017594,0.653219,0.034472,-0.426508,-0.739075,-0.908683,-0.515238,0.460514,-0.359699,-0.352224,-0.642924,-0.285811,0.628811,-0.893553,0.755228
1183,-0.064691,0.162718,-0.112071,-0.029397,-0.484409,-0.722946,-0.739192,1.204875,0.197512,-0.505482,-0.642924,-0.243233,0.628811,-1.643578,0.026029
1184,-1.791457,-1.799288,-0.674234,0.710918,1.502553,-1.787556,-1.271805,1.603851,0.429683,-1.578287,-0.642924,0.88759,0.628811,1.901993,0.094867
1186,-0.834273,-1.308786,-0.046655,0.274507,0.048561,-1.40206,-1.310012,1.788577,0.383249,-1.118514,-0.642924,0.013071,0.628811,-1.643578,1.041155
1189,0.835982,0.653219,0.114182,-0.297577,-0.337601,0.742097,-0.333697,0.220375,0.568986,0.720581,1.330703,-0.446183,-1.070848,0.041197,-0.716993
1191,0.623942,0.653219,0.284481,-0.315399,-0.185954,0.458222,-0.579194,0.224072,0.197512,0.873839,-0.642924,-0.466323,0.628811,0.275585,-0.162176
1193,0.716701,0.653219,0.5557,-0.039102,-0.347422,0.333514,-0.242125,0.279374,-0.824041,1.333612,1.330703,-0.486149,0.24009,-0.016103,-0.344839
1207,0.749789,0.653219,0.169757,-0.459519,-0.344748,0.81528,0.118785,-0.036572,-0.870475,1.027096,-0.642924,-0.496553,0.628811,0.338592,0.158866
1210,0.749789,0.653219,0.143046,-0.618519,-0.61455,0.011913,0.388695,0.379831,0.708289,0.260807,0.34389,-0.331087,-1.746381,-0.582698,0.725743
1214,-0.573812,-1.308786,0.911105,0.758542,0.343262,-0.124508,0.420553,1.91065,-0.545436,-0.505482,-0.642924,-0.241444,0.628811,-1.643578,5.249184
1246,0.536451,0.162718,0.155849,-0.005426,-0.430947,-0.213522,0.469317,0.583412,-0.406133,0.567323,1.330703,-0.422436,-0.853222,-0.341123,-0.449917
1247,0.305906,-0.327783,0.383772,0.446138,-0.23021,1.326831,1.887703,1.478337,-0.545436,-0.505482,3.304329,-0.205553,-2.063709,-1.643578,1.039959
1262,0.908723,0.653219,1.224238,0.662569,-0.134924,1.020327,0.959599,0.63674,-0.26683,1.640128,2.317516,-0.485626,-0.838666,0.037115,0.113818
1286,0.68224,0.653219,-0.103343,-0.724792,-0.72389,0.302264,0.924847,-0.500908,-0.452567,0.873839,-0.642924,-0.486056,0.628811,-0.037464,-0.633349
1296,0.161123,0.653219,-0.489307,-0.830405,-0.55213,-0.366778,0.242641,-0.231094,-0.081093,-0.198966,-0.642924,-0.291311,0.628811,0.129208,0.117968
1297,0.646286,0.653219,1.530128,0.753497,-0.343583,0.02794,-0.247902,0.522749,0.336815,1.027096,-0.642924,-0.47975,0.628811,-0.060734,0.403058
1299,-2.703744,-2.289789,-3.465564,2.456199,2.995574,-3.191196,-2.468346,-2.177866,-0.59187,-1.884803,-0.642924,3.782548,0.628811,-1.643578,0.094867
1315,1.225541,0.653219,0.628932,0.185023,-0.338053,0.836431,1.131364,0.534811,2.844264,1.48687,2.317516,-0.47939,-2.289839,-0.294378,-0.386971
