"AGENCY_ID","log_n_train_rows","n_train_years_active","mean_log_wp_train","mean_log_prev_wp_train","mean_log_prev_poly_train","sd_log_wp_train","iqr_log_wp_train","sd_log_prev_poly_train","mean_active_producers_train_clean","n_products_train","n_states_train","product_hhi","state_hhi","pl_share_train","slope_mean_log_wp_by_year","n_train_rows","has_trend_support","n_years_for_trend"
2446,4.68213122712422,7,7.50969337281911,7.83711799818728,3.55829429007395,2.48710609986903,2.43226945429107,3.20396028876284,8,20,1,0.0607039916149882,1,0.644859813084112,-0.0614143258881951,107,TRUE,7
2463,4.81218435537242,7,9.0971819023959,9.2376293214483,2.18261260555554,2.04606372487227,3.65106160570646,2.85927535839345,28,20,1,0.056167696855684,1,0.426229508196721,-0.0687233701559623,122,TRUE,7
2477,0.693147180559945,1,4.67282883446191,11.5129254649702,11.5129254649702,0,0,0,15.5,1,1,1,1,0,0,1,FALSE,1
2479,4.00733318523247,7,7.46420376862926,6.94892039648293,4.61520007925824,1.28451162884563,1.31022761838017,3.71331698271626,15.5,14,2,0.0967078189300411,0.928669410150891,0.648148148148148,-0.143519439223387,54,TRUE,7
2485,5.13579843705026,7,8.36637681327287,8.60235482163702,2.61843296815396,1.97061909643727,2.78499743054589,3.31776548002824,15,19,3,0.0648786807184622,0.582507615279577,0.437869822485207,-0.0948995366555469,169,TRUE,7
2486,4.89783979995091,7,8.74274143755452,8.87409930270925,2.48427409200504,2.14374865554691,4.01407011302554,2.98493182688336,40,19,3,0.0556843235909322,0.899146362145966,0.511278195488722,-0.134285037467514,133,TRUE,7
2517,3.97029191355212,6,7.55432561895087,8.36620218141863,5.50856769201304,2.27280892663443,2.49755319687585,3.33061791770678,10,7,2,0.158284023668639,0.644970414201184,1,0.0536170372962615,52,TRUE,6
2519,4.75359019110636,7,8.87918518420729,9.25949834762423,2.41016517599556,2.11161462868751,3.13855310239836,3.74444000130795,35,18,3,0.067523629489603,0.709792060491493,0.304347826086957,0.0163677986395576,115,TRUE,7
2523,4.57471097850338,7,7.06722813731819,7.00386199927601,2.16190725862394,1.79691442052971,1.87715765772301,2.44864174114392,10,16,1,0.0692274305555556,1,0.489583333333333,0.054539678996731,96,TRUE,7
2529,5.08759633523238,7,8.33976539065619,8.50482156185018,3.34398251073044,1.77853040874618,1.69281729605774,3.11028435703207,22,22,2,0.0557463060838702,0.720844103236758,0.608695652173913,0.0228909353558572,161,TRUE,7
2530,3.49650756146648,7,6.90365409549059,7.36975311999442,3.8611532978724,1.66297695760891,3.01926806248174,1.77168635867216,15.5,7,2,0.162109375,0.8828125,1,-0.090989901342457,32,TRUE,7
2549,0.693147180559945,1,8.84908782391917,11.44774727262,6.93925394604151,0,0,0,18,1,1,1,1,1,0,1,FALSE,1
2558,4.71849887129509,7,8.88176569381837,8.99025566781152,2.50786203150544,1.97886410361683,3.03254421236825,3.49404123664245,13,20,1,0.0586803019235452,1,0.432432432432432,0.00942663378393435,111,TRUE,7
2563,2.19722457733622,1,8.89967159287753,11.5129254649702,11.5129254649702,1.35882213098634,2.14630987913252,0,17,8,1,0.125,1,0,0,8,FALSE,1
2565,4.80402104473326,7,8.70742994066002,8.95474633682088,2.9702877694038,2.00138321953561,2.2932293979927,3.40965917806015,15,21,1,0.0544361723925961,1,0.495867768595041,-0.0441682236197512,121,TRUE,7
2570,4.81218435537242,7,9.21350195564836,9.2793643025974,2.50733022617779,2.4010761141811,3.63986221273548,3.0327933617826,82,21,1,0.0548239720505241,1,0.483606557377049,-0.00388388169581457,122,TRUE,7
2583,0.693147180559945,1,5.31968739228423,11.5129254649702,11.5129254649702,0,0,0,15.5,1,1,1,1,1,0,1,FALSE,1
2586,2.07944154167984,1,7.37340158463248,11.5129254649702,11.5129254649702,1.67840722095058,2.30670624174519,0,20,7,1,0.142857142857143,1,0,0,7,FALSE,1
2595,5.33271879326537,7,7.76215053327672,8.03150989512758,4.09055317038913,2.05281089958499,2.63911937962568,2.91434300977464,15.5,19,5,0.0882741068903761,0.366339900084834,0.800970873786408,-0.0184472267505337,206,TRUE,7
2606,4.20469261939097,6,8.74432237670593,9.23511744035381,2.39796163098053,1.82201962141575,3.14928254879653,4.26147508385824,5,11,1,0.0909090909090909,1,0.181818181818182,-0.141308266296955,66,TRUE,6
2613,3.49650756146648,5,7.10331341148605,8.75729547214524,3.83647567666816,1.82519170968561,1.65422904336553,5.05326889933843,28,9,1,0.115234375,1,0.25,-0.456499305307971,32,TRUE,5
2647,1.09861228866811,2,5.17650947417476,7.35858780887281,0,0.373354725340699,0.264001658076449,0,16,1,1,1,1,0,0,2,FALSE,2
2651,4.44265125649032,7,9.1016124181619,9.16865210777017,1.2650817407772,1.88773505052684,3.03446595016549,2.67163827579813,38,16,1,0.074546485260771,1,0.25,-0.144153761564585,84,TRUE,7
2657,1.94591014905531,1,7.66441258099047,11.5129254649702,11.5129254649702,1.10992059498575,1.54907383098336,0,7,4,2,0.277777777777778,0.555555555555556,0,0,6,FALSE,1
2660,4.75359019110636,7,7.78380879739617,8.07078799675148,2.678895110901,1.90069764766063,2.11840442985684,3.24096695826408,22,21,1,0.0572400756143667,1,0.48695652173913,0.0348184223184449,115,TRUE,7
2663,5.08759633523238,7,8.47160051401431,8.95325173085758,3.47183245424298,2.24774759043849,2.37258050156723,3.4556439105958,27,21,3,0.0572894564252922,0.68458007021334,0.571428571428571,-0.0130484567211071,161,TRUE,7
2669,4.62497281328427,7,8.10057377885987,8.14179726520021,1.97472493988991,1.89328872010989,3.14656338490426,3.08622735906021,7,16,2,0.070679345162239,0.923929026566023,0.376237623762376,-0.0481064024593751,101,TRUE,7
2674,4.15888308335967,7,7.48450444511726,7.41019313830445,1.36578486177285,1.32431022370906,1.92803546311187,3.20219681945033,27,10,1,0.102040816326531,1,0.174603174603175,0.213672388864641,63,TRUE,7
2677,5.40717177146012,7,7.51302511974252,7.73089400001682,2.77563993203403,1.87012215055513,2.7236768848961,2.68436441564393,4,22,3,0.0575034493953413,0.457186916646376,0.63963963963964,-0.0182550933903866,222,TRUE,7
2678,1.79175946922805,5,5.52974031617912,6.14981136115462,2.66086397351391,1.42246407135332,0.180335458822325,0.214471601528908,15.5,1,1,1,1,1,-0.600464720336538,5,TRUE,5
2711,4.0943445622221,5,7.19689137179543,8.59848654319333,5.6652598905602,1.97527899646133,2.11722232239888,3.94682711128259,61,14,3,0.101407641482333,0.478310830221201,0.813559322033898,-0.278753238660137,59,TRUE,5
2722,3.58351893845611,5,6.20473639033873,7.25493334625002,3.62084278917912,1.3998670478086,1.73417075557876,4.61225159562255,38,11,1,0.0971428571428571,1,0.371428571428571,-0.213929738801736,35,TRUE,5
2726,2.56494935746154,1,7.4852604424045,7.48027771333173,2.0727366740636,2.16411792654741,2.7929723866814,2.8280010256402,7,12,1,0.0833333333333333,1,0.5,0,12,FALSE,1
2730,1.6094379124341,2,9.23519153800374,9.68039309200807,5.45735619446657,1.34479412496155,1.71286419840816,0.598516369121229,14,2,1,0.5,1,1,0,4,FALSE,2
2741,4.63472898822964,7,7.73742954186755,7.7652661372822,2.33636709338334,2.07679772735243,2.84263354079875,2.85536889500623,12,17,1,0.0632449058054595,1,0.5,0.0675589836143937,102,TRUE,7
2745,4.90527477843843,7,9.06985997080099,8.93595601075407,1.01537124010056,2.44085222152902,4.62053596057312,2.82861650120259,68,14,4,0.0970149253731343,0.420360882156382,0.104477611940299,0.127754918786041,134,TRUE,7
2747,3.71357206670431,3,8.36912435824924,9.71626108986981,4.89299332261235,1.66659909853034,2.61497025562781,5.76383808814604,41,9,3,0.1175,0.51375,0,0.491837975425881,40,TRUE,3
2752,5.01727983681492,7,8.39059079603511,8.47977744633684,1.93465270430021,2.47072582061446,4.43793391996828,3.0158522916588,14,20,2,0.0612444444444444,0.688088888888889,0.393333333333333,0.0552844271320203,150,TRUE,7
2757,5.08140436498446,7,7.62847868876271,8.16189242310683,3.1772010899831,2.14534428593835,2.55082946035652,3.37943563893074,10,19,3,0.075625,0.479453125,0.58125,-0.0659142122507106,160,TRUE,7
2776,4.72738781871234,7,7.83449965612178,7.79679802017592,2.44469264724324,2.15875131765259,2.98391940924318,3.03323426388568,6,18,1,0.0593112244897959,1,0.482142857142857,0.0195135844520246,112,TRUE,7
2783,4.80402104473326,7,8.08867485404697,8.06964189211224,2.5575780211393,2.14948761970568,2.66308751946884,3.04407223636195,10,19,1,0.0558021993033263,1,0.495867768595041,0.0492122842505013,121,TRUE,7
2788,5.50125821054473,7,8.21469410054057,8.38979166278965,1.68244668957321,2.15187229688341,3.14316366245954,2.78017954292107,60,21,4,0.0618449341574846,0.383532652512765,0.331967213114754,0.0316637847101461,244,TRUE,7
2805,5.72031177660741,7,8.18468504599147,8.18476659404003,2.2101775621819,2.26014821460988,3.55251183229812,3.0322782033163,116,23,3,0.0548389889196676,0.355154951523546,0.434210526315789,0.058512891363991,304,TRUE,7
2837,4.11087386417331,7,7.01801311068742,7.1379419791671,3.17576650501642,2.14646775055601,2.26750930693118,2.4795027810806,6,10,1,0.111666666666667,1,0.766666666666667,0.0471900303763816,60,TRUE,7
2842,4.82028156560504,7,9.06567021663991,9.20702619552504,2.51443629669824,2.27028433157197,3.52947857652979,3.14606110726519,96,20,2,0.0563817833300284,0.937074492696147,0.455284552845528,0.145906562213649,123,TRUE,7
2846,4.18965474202643,7,6.67605191607186,6.53130427672821,2.22330602981615,2.089621892724,2.21849983989271,2.35937893025957,18,11,1,0.093491124260355,1,0.553846153846154,0.0082515247874733,65,TRUE,7
2857,4.87519732320115,7,8.67429906229374,8.80398969784753,3.16107282910854,1.98005295208276,2.35052663533893,3.42541431291204,4,22,1,0.0524260355029586,1,0.515384615384615,-0.0176166851623845,130,TRUE,7
2859,4.77912349311153,7,8.79629132982964,9.22517000670916,3.11887811787883,2.02568768095026,3.49389957659163,3.95700984761523,37,21,3,0.0593220338983051,0.88695777075553,0.415254237288136,-0.0342738582201531,118,TRUE,7
2860,4.79579054559674,7,8.28745636404292,8.58324463443811,1.35117151049187,2.26779056167776,4.1161160790772,2.94732268151227,18,15,4,0.0945833333333333,0.561805555555555,0.191666666666667,-0.0843220019847416,120,TRUE,7
2864,4.60517018598809,7,7.29411161569156,7.35844646122782,2.44693709727835,1.71651028058141,1.86777077503017,2.59366156821287,12,17,1,0.0656055504540353,1,0.545454545454545,0.0588389833721671,99,TRUE,7
2866,2.39789527279837,1,5.14067609701777,6.27594328793784,2.51238848766968,2.46417701628149,3.01412807389323,2.46559429552966,14,10,1,0.1,1,0.6,0,10,FALSE,1
2869,2.484906649788,4,7.06094016485304,7.60171884358554,3.53130413306596,1.16751746101459,2.17644314580874,0.816302027098917,8,3,1,0.338842975206612,1,1,-0.320053574229865,11,TRUE,4
2873,5.04342511691925,7,7.43180424922904,7.65248600836471,1.57906058296457,1.59094850642177,2.16144782516253,2.23092134429749,21,16,2,0.075139146567718,0.537190082644628,0.37012987012987,-0.177397853416107,154,TRUE,7
2899,3.78418963391826,3,7.57384067887617,8.92005828528722,4.55162169545335,1.31752388602187,2.16664130160442,5.69557997890614,41,10,3,0.121687398593835,0.478637101135749,0,0.337808659667091,43,TRUE,3
2900,4.02535169073515,5,8.94704528140861,9.68786722462642,3.4656504499077,1.75361102233253,2.52347074449326,4.94755371529695,22,14,1,0.0816528925619835,1,0.236363636363636,0.124461478114379,55,TRUE,5
2902,5.06890420222023,7,7.74194499129566,7.92234249163679,1.65232071464036,2.75528643644612,4.96564194630866,2.98138755192643,23,17,4,0.0921326710463067,0.495032847300112,0.278481012658228,-0.127674470748044,158,TRUE,7
