"AGENCY_ID","log_n_train_rows","n_train_years_active","mean_log_wp_train","mean_log_prev_wp_train","mean_log_prev_poly_train","sd_log_wp_train","iqr_log_wp_train","sd_log_prev_poly_train","mean_active_producers_train_clean","n_products_train","n_states_train","product_hhi","state_hhi","pl_share_train","slope_mean_log_wp_by_year","n_train_rows","has_trend_support","n_years_for_trend"
153,2.19722457733622,2,8.26239135934445,8.61004042357022,5.02320682683404,2.77473915524521,4.24191499024317,2.09766799460188,5,6,1,0.1875,1,1,0,8,FALSE,2
156,5.28320372873799,7,8.57028741469833,8.6133669254508,1.8702343034277,2.26557284984965,4.04843740101489,2.90039217696077,30,22,4,0.0582049146189088,0.478082049146189,0.372448979591837,-0.0234146704147696,196,TRUE,7
160,0.693147180559945,1,7.80501404652311,9.20265289892803,4.24849524204936,0,0,0,15,1,1,1,1,1,0,1,FALSE,1
163,2.77258872223978,1,7.12524593680176,11.5129254649702,11.5129254649702,2.0883953546235,2.98305756720807,0,14,10,3,0.128888888888889,0.502222222222222,0.666666666666667,0,15,FALSE,1
164,1.6094379124341,1,6.61487315479222,11.5129254649702,11.5129254649702,1.86579879486465,1.27710476071271,0,18,4,1,0.25,1,1,0,4,FALSE,1
166,4.58496747867057,7,9.17081654311085,9.29264786813291,1.10185701796584,1.80985184458448,2.94751306747216,1.9961208389569,40,16,2,0.0702518864916569,0.979594005739186,0.268041237113402,0.058423300474887,97,TRUE,7
173,4.74493212836325,7,8.27404389256257,8.37961932932925,2.47772047614843,2.22150956710536,3.19197574225678,3.09837582699889,10,18,1,0.059248999692213,1,0.464912280701754,-0.0679901299369587,114,TRUE,7
184,5.01727983681492,7,7.73955905833053,7.96456813501895,3.22557975126651,2.30237259911362,2.73076357931045,3.17770367685533,11,20,2,0.0641777777777778,0.642222222222222,0.64,0.012508587985492,150,TRUE,7
188,4.65396035015752,7,7.45561745501874,7.67692493765378,2.9012991778412,2.34269604345412,2.17671188718782,3.01383077104919,12,18,1,0.0606508875739645,1,0.605769230769231,-0.161216057281747,104,TRUE,7
204,4.66343909411207,7,8.06767532458777,8.11279928907597,1.86056161728931,1.79808444706586,2.41631584682065,2.59869311848905,4,16,1,0.065578231292517,1,0.4,0.0205484814191057,105,TRUE,7
242,4.83628190695148,7,8.67076475488791,8.75807843169125,2.68564285217312,2.14724273062802,2.80092557072749,3.14108120755572,18,20,1,0.054208,1,0.496,0.0374525693742292,125,TRUE,7
245,5.09375020080676,7,8.4781263589091,8.7517731554299,0.714981454810664,2.3330247621378,3.57054304452122,2.00562365964945,98,14,4,0.0852766346593507,0.380506020423716,0.141975308641975,-0.250784577553199,162,TRUE,7
251,4.12713438504509,6,7.76107066770674,7.97333702572316,1.70185794842215,2.0365332434479,3.13129848532335,2.73399593600551,14,14,1,0.0782047836603064,1,0.377049180327869,0.077560388680566,61,TRUE,6
263,4.58496747867057,7,7.52271638257066,7.71354973387704,1.72258838785342,2.20556142022717,3.48693684192913,2.63386754438018,16,16,2,0.0717398235731746,0.831650547348284,0.350515463917526,-0.0886730537856669,97,TRUE,7
