"AGENCY_ID","log_n_train_rows","n_train_years_active","n_train_rows","has_trend_support","n_years_for_trend","mean_log_wp_train","median_log_wp_train","mean_log_prev_wp_train","median_log_prev_wp_train","mean_log_prev_poly_train","median_log_prev_poly_train","sd_log_wp_train","iqr_log_wp_train","sd_log_prev_poly_train","mean_active_producers_train","agency_appointment_year","mean_max_age_train","mean_min_age_train","n_products_train","n_states_train","n_vendors_train","top_product_share","product_hhi","top_state_share","state_hhi","top_vendor_share","vendor_hhi","pl_share_train","cl_share_train","slope_mean_log_wp_by_year"
1606,1.09861228866811,1,2,FALSE,1,4.55610466363545,4.55610466363545,6.75135310698263,6.75135310698263,1.94591014905531,1.94591014905531,2.02512437076357,1.43197917531306,2.75193252395347,22,1941,79,48,2,2,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,NA
1609,3.71357206670431,6,40,TRUE,6,7.0634243729836,6.20435366010642,8.02239660232087,6.87161283687232,4.45393494966176,3.67557911321535,2.33030805756433,3.21817526419203,4.18776725513425,31,2006,67,31,8,1,1,0.15,0.13,1,1,1,1,0.625,0.375,-0.164794116540579
1613,4.77912349311153,7,118,TRUE,7,8.24102377075796,8.31421735632209,8.46074432906307,8.41603029037836,3.05767571551652,2.56494935746154,2.03235200733249,2.57661345234922,3.26444972542859,13,1994,74,47,21,1,1,0.0593220338983051,0.0563056592933065,1,1,1,1,0.559322033898305,0.440677966101695,-0.0483380471093833
1617,1.09861228866811,1,2,FALSE,1,5.56459412364814,5.56459412364814,11.5129254649702,11.5129254649702,11.5129254649702,11.5129254649702,0.709575938817903,0.50174595810495,0,9,2011,68,39,2,1,1,0.5,0.5,1,1,1,1,1,0,NA
1620,3.66356164612965,5,38,TRUE,5,7.33605932221971,6.76204675960075,8.63945492286424,8.13997225578379,6.05221505709027,4.11087386417331,2.41062075898105,3.54595757281229,3.60594897936359,36,2008,68,29,8,2,1,0.210526315789474,0.150969529085873,0.868421052631579,0.771468144044321,1,1,1,0,0.173844015233702
1625,3.46573590279973,3,31,TRUE,3,7.32436307231233,7.81837395511884,8.25977729623858,8.75378037085025,1.60718328548232,0,1.85510099756222,2.72421752088664,2.86658267690037,4,2002,68,68,12,1,1,0.0967741935483871,0.0863683662851197,1,1,1,1,0.258064516129032,0.741935483870968,-1.40839692979131
1640,0.693147180559945,1,1,FALSE,1,2.43361335540045,2.43361335540045,5.33271879326537,5.33271879326537,1.6094379124341,1.6094379124341,NA,0,NA,10,2005,75,65,1,1,1,1,1,1,1,1,1,1,0,NA
1644,4.85981240436167,7,128,TRUE,7,8.785436425469,8.66010580263992,8.98020810196767,8.95263916789267,3.42686863137245,2.69908135075888,2.09786371492222,2.46137828982057,3.54397057583018,8,1978,77,50,22,1,1,0.0546875,0.052490234375,1,1,1,1,0.5703125,0.4296875,-0.134904108307718
1653,1.94591014905531,6,6,TRUE,6,6.34960511771864,6.59453588071788,6.51636911392925,6.72743172485086,3.45710348290547,3.61091791264422,0.493247228542149,0.816885905014232,0.311110571729732,99999,99999,99999,99999,1,1,1,1,1,1,1,1,1,1,0,-0.23629895732504
1660,5.02388052084628,7,151,TRUE,7,8.43635596838876,8.43686127525929,8.84754468496059,9.2130746304821,2.93391819128366,0,2.63495838082705,3.71696156158392,3.54218035192299,20,1954,85,25,23,4,1,0.0596026490066225,0.0497785184860313,0.874172185430464,0.770887241787641,1,1,0.456953642384106,0.543046357615894,-0.117664421485236
1662,4.87519732320115,7,130,TRUE,7,8.76484551782666,8.38947969890716,8.9820345730764,8.57916982368934,3.56829861006492,4.01601765719941,1.97927645992141,2.42623851745633,3.48435732113752,14,1966,66,40,23,1,1,0.0538461538461538,0.0510059171597633,1,1,1,1,0.592307692307692,0.407692307692308,-0.115504648901945
1668,4.59511985013459,7,98,TRUE,7,8.67915276209114,8.75120366267662,8.85197266986429,8.85847903554127,1.68694963901464,0,1.87134172925038,2.79465770965824,3.21726928340917,18,2000,75,26,18,2,1,0.0816326530612245,0.0670553935860058,0.989795918367347,0.979800083298626,1,1,0.295918367346939,0.704081632653061,0.0315693113167994
1673,4.9416424226093,7,139,TRUE,7,8.61735189196288,8.83975918286288,8.80427293171731,8.91770471743673,3.30285308884471,3.2188758248682,2.3550434373199,2.87917323508373,3.32129977081225,13,1971,69,35,23,1,1,0.0503597122302158,0.0488069975674137,1,1,1,1,0.575539568345324,0.424460431654676,-0.0720488488279368
1676,3.2188758248682,2,24,FALSE,2,6.63294489965608,6.3533150794112,7.11463302988268,7.12688387334967,3.42355848346233,3.80567385870181,1.86173641173259,2.36460855010641,2.10674968651692,26,1997,81,40,10,2,1,0.166666666666667,0.125,0.666666666666667,0.555555555555556,1,1,0.791666666666667,0.208333333333333,NA
1678,2.94443897916644,3,18,TRUE,3,7.71164311519188,7.81540674598015,8.83204779767279,8.5555629763895,4.47724879193287,0,1.65314505894596,2.31456364083727,5.77524406373069,10,2010,66,64,7,1,1,0.166666666666667,0.154320987654321,1,1,1,1,0,1,0.694081091878889
1684,3.09104245335832,7,21,TRUE,7,8.77099391759459,9.56724179026766,8.76428426619844,9.56724179026766,4.71477276611588,5.66642668811243,1.81422238747734,4.00460934241975,1.5624045923096,3,2003,80,60,3,1,1,0.333333333333333,0.333333333333333,1,1,1,1,1,0,0.0182554255428791
1700,4.99043258677874,7,146,TRUE,7,8.00014733993005,7.86074796446394,8.62673821389905,8.36987467637117,2.89264552149655,0,1.84550881465387,2.51367948056035,4.44098225608671,38,2006,78,32,16,3,1,0.102739726027397,0.0762807280915744,0.650684931506849,0.50150121974104,1,1,0.273972602739726,0.726027397260274,0.120360721371778
1703,3.66356164612965,4,38,TRUE,4,6.52857801071793,6.27617245941276,6.74743708090549,6.31965427529185,1.92586111666382,0,1.66228332517923,1.34636101048918,2.22891591343335,2,1976,67,54,10,1,1,0.105263157894737,0.102493074792244,1,1,1,1,0.473684210526316,0.526315789473684,-0.000496979321692593
1712,2.19722457733622,1,8,FALSE,1,6.737751195737,7.21765825902449,6.71350769544447,6.64455463036609,2.49998320165193,0.972955074527657,1.89676457299025,2.48419997275369,3.92481797581594,8,2004,66,40,8,1,1,0.125,0.125,1,1,1,1,0.375,0.625,NA
1717,5.06259503302697,7,157,TRUE,7,8.86012116967192,9.23410670204079,9.06914644020331,9.38866980416726,3.07894276470225,0,2.7386595259595,3.16738813748585,3.64065476242756,16,1956,85,40,23,3,1,0.101910828025478,0.0560266136557264,0.872611464968153,0.770862915331251,1,1,0.471337579617834,0.528662420382166,0.058663512083491
1722,4.77912349311153,7,118,TRUE,7,8.92540583923936,8.62945704105069,8.98160207926705,8.73199010539108,1.17192427943965,0,2.38443208652335,4.36978823984066,2.3649543241648,29,1990,81,23,16,4,1,0.144067796610169,0.0745475438092502,0.822033898305085,0.687302499281816,1,1,0.271186440677966,0.728813559322034,-0.0363152620571244
1724,4.44265125649032,7,84,TRUE,7,6.64905850476176,6.3469188175272,6.81391319945551,6.5012960620262,2.57759710879383,2.56494935746154,2.19262444524988,2.12774515672428,2.41938428724324,17,1981,73,41,16,1,1,0.0833333333333333,0.0736961451247165,1,1,1,1,0.619047619047619,0.380952380952381,-0.0135731462696813
1728,4.65396035015752,7,104,TRUE,7,8.08055116895074,8.47064407852655,8.61038571767764,9.16854495527838,2.43940824160466,0,2.25418327865731,3.07885330626363,3.69619029973285,43,1988,76,31,16,3,1,0.0865384615384615,0.0706360946745562,0.903846153846154,0.821560650887574,1,1,0.298076923076923,0.701923076923077,0.0605893863346354
1729,4.35670882668959,4,77,TRUE,4,6.21796921422128,6.17974746628619,6.66243572930422,6.66606581038083,1.48511689941709,0,2.06130746748689,2.49211010256188,2.34090488137982,7,1972,85,39,16,3,1,0.116883116883117,0.0750548153145556,0.584415584415584,0.436329903862371,1,1,0.337662337662338,0.662337662337662,0.150682854834819
1732,0.693147180559945,1,1,FALSE,1,10.1084671332227,10.1084671332227,11.5129254649702,11.5129254649702,11.5129254649702,11.5129254649702,NA,0,NA,99999,99999,99999,99999,1,1,1,1,1,1,1,1,1,0,1,NA
1744,4.97673374242057,7,144,TRUE,7,8.13812227647215,8.00401819674141,8.12576496429734,8.01452852656308,2.07856848234381,0.693147180559945,2.23500567864644,3.70332678319336,2.57753716743199,80,1994,71,27,17,3,1,0.131944444444444,0.0733989197530864,0.729166666666667,0.588638117283951,1,1,0.5,0.5,0.135443790371409
1745,3.8286413964891,6,45,TRUE,6,7.21622357399565,7.33092277120331,8.52802406614902,7.93200315236138,5.43184946737598,4.78749174278205,2.45184037280197,2.57501046248782,4.42423953535694,13,2006,73,41,12,1,1,0.133333333333333,0.094320987654321,1,1,1,1,0.6,0.4,-0.116538853830197
1761,4.77068462446567,7,117,TRUE,7,8.03870466817671,8.0099943163726,8.18578236873728,8.10057107471206,3.14079001146519,2.56494935746154,2.15266864289336,2.2844243486369,3.42843597683169,7,1969,91,25,22,1,1,0.0598290598290598,0.0555920812331069,1,1,1,1,0.564102564102564,0.435897435897436,0.0555942599364508
1763,2.70805020110221,7,14,TRUE,7,6.61841806011785,6.62140565176413,6.766102346837,6.62538445260079,3.13269512882485,3.2188758248682,0.733176342236195,0.277078324014232,0.569272059789802,99999,99999,99999,99999,3,1,1,0.5,0.377551020408163,1,1,1,1,1,0,-0.174964874231134
1771,5.12989871492307,7,168,TRUE,7,7.40443783974806,7.38180499317654,7.71815057202363,7.51757518366218,2.42209060357927,2.56494935746154,2.06993638668699,2.98579832840506,2.95110620672538,22,1972,72,20,21,2,1,0.0833333333333333,0.0566893424036281,0.773809523809524,0.649943310657596,1,1,0.505952380952381,0.494047619047619,-0.0067217024524038
1779,5.06890420222023,7,158,TRUE,7,7.8702332543613,7.72728159670321,7.92206799874687,7.89065709646655,2.93422711034429,3.2188758248682,1.77604548920191,1.98399634973368,3.03610706826424,18,1977,98,39,20,2,1,0.0886075949367089,0.061368370453453,0.772151898734177,0.648133311969236,1,1,0.575949367088608,0.424050632911392,-0.00976995866596016
1786,5.75890177387728,7,316,TRUE,7,8.61018808795315,8.27682712322748,8.7072788699045,8.38392801910588,2.33030764878739,0,2.38311730296963,3.89298185255306,3.12508766457451,46,1963,96,34,23,3,1,0.0664556962025316,0.0542581317096619,0.430379746835443,0.349082679057843,1,1,0.430379746835443,0.569620253164557,-0.0278640137038837
1794,4.9416424226093,7,139,TRUE,7,8.61557433383297,8.48032171664033,8.86202393784023,8.70280931515962,2.80623430666974,2.484906649788,2.16131368788395,3.27444256501715,3.34453998812324,21,1995,74,29,22,2,1,0.100719424460432,0.0586408570984939,0.848920863309353,0.743491537705088,1,1,0.532374100719424,0.467625899280576,0.0333909822306088
1815,4.82028156560504,7,123,TRUE,7,8.90417820369957,9.01606606482463,9.01801635137811,9.02809281244436,2.48597769660243,0,1.94100760020574,2.76868564497859,2.92374242932501,13,1978,74,61,20,1,1,0.0569105691056911,0.0554564082226188,1,1,1,1,0.48780487804878,0.51219512195122,-0.038899481995373
1821,1.94591014905531,2,6,FALSE,2,7.0078035008168,6.84068177777403,9.90007468007069,11.5129254649702,8.41375310978737,11.5129254649702,0.909980818830601,1.34816412002845,4.80868772697218,12,2011,64,25,4,1,1,0.333333333333333,0.277777777777778,1,1,1,1,1,0,NA
1826,3.66356164612965,5,38,TRUE,5,6.6579319827435,6.48981343369305,7.83639770816368,7.89014463636292,2.94446286638834,2.56494935746154,1.90289897668068,2.36220748282042,3.61385555954171,34,2004,83,34,13,2,1,0.157894736842105,0.0983379501385041,0.763157894736842,0.638504155124654,1,1,0.552631578947368,0.447368421052632,-0.493519364445338
1829,4.18965474202643,7,65,TRUE,7,7.01018254913533,7.00033446027523,8.03953013634627,7.81619124277691,5.76642585638141,3.55534806148941,1.708909492364,1.75317850237386,4.78833163125233,5,1984,55,55,17,2,1,0.153846153846154,0.0821301775147929,0.507692307692308,0.500118343195266,1,1,0.538461538461538,0.461538461538462,0.0632244408341552
1832,4.0943445622221,3,59,TRUE,3,7.42037195108282,7.3934107761661,7.71258608807694,7.49790027195238,1.7772785488037,0,2.4538733193654,2.60717504643138,2.44689037504227,43,1988,82,35,15,2,1,0.101694915254237,0.0761275495547257,0.694915254237288,0.575983912668773,1,1,0.406779661016949,0.593220338983051,-0.532716497019437
1836,4.35670882668959,7,77,TRUE,7,8.45594438621357,8.31758060262839,8.58645780544919,8.31758060262839,1.91512608436051,0,1.82824174048666,2.65165532651355,3.75095901115895,15,2005,72,45,14,1,1,0.0909090909090909,0.0807893405296003,1,1,1,1,0.220779220779221,0.779220779220779,0.572052134769718
1839,4.86753445045558,7,129,TRUE,7,8.1965727702223,8.08671792030391,8.33539576849942,8.15056891662384,3.1149735270073,3.2188758248682,2.02531421218474,2.16094945855443,3.18564775057682,7,1955,85,48,21,1,1,0.0542635658914729,0.0531819001261943,1,1,1,1,0.565891472868217,0.434108527131783,-0.0425906445154004
1845,4.85203026391962,7,127,TRUE,7,7.92586785574972,7.4890319106373,8.18534757627451,7.7756369740486,2.82607423556767,2.56494935746154,1.84265875525324,1.62842281500905,3.3133205657708,5,1966,90,45,23,1,1,0.0551181102362205,0.0510261020522041,1,1,1,1,0.511811023622047,0.488188976377953,-0.10046510165748
1847,4.60517018598809,7,99,TRUE,7,7.2381196207779,6.97428244645119,7.44876166112139,7.11639414409346,1.58232992435493,0,1.98359885545185,2.73422552009402,2.05743036351616,26,1963,86,37,15,1,1,0.0707070707070707,0.0700948882767064,1,1,1,1,0.424242424242424,0.575757575757576,-0.218970239780524
1850,4.969813299576,7,143,TRUE,7,9.42912735561584,9.64528660940652,9.53400619578339,9.70056994576945,3.41010504848333,3.61091791264422,2.23460589976595,3.06836134247693,3.53770373947123,29,1972,85,35,23,1,1,0.048951048951049,0.0480708103085725,1,1,1,1,0.559440559440559,0.440559440559441,-0.0474413703856899
1865,4.29045944114839,5,72,TRUE,5,7.01572877658875,6.68013540612584,7.95485901007208,7.00754942482847,4.35867326025459,3.2188758248682,2.11375682691406,1.90699586880295,4.34905216551562,24,2008,82,26,15,2,1,0.125,0.0729166666666667,0.944444444444444,0.895061728395062,1,1,0.569444444444444,0.430555555555556,0.00778507340889191
1876,4.60517018598809,7,99,TRUE,7,8.25964960557809,8.36194190614495,8.71569241071122,8.74973246437081,2.56693616591328,0,2.04709257869603,2.87191773425217,3.38550215534908,10,1998,82,45,18,1,1,0.0707070707070707,0.064993368023671,1,1,1,1,0.454545454545455,0.545454545454545,-0.116206570272642
1882,3.55534806148941,3,34,TRUE,3,7.01372278168137,6.93549912179071,9.22821907258438,11.5129254649702,7.32176519618413,11.5129254649702,1.68543869727627,2.44183387550157,4.95928697931394,20,2010,64,28,18,2,1,0.147058823529412,0.0743944636678201,0.941176470588235,0.889273356401384,1,1,0.588235294117647,0.411764705882353,0.0934993512282265
1886,0.693147180559945,1,1,FALSE,1,4.61512051684126,4.61512051684126,11.5129254649702,11.5129254649702,11.5129254649702,11.5129254649702,NA,0,NA,8,1978,99,74,1,1,1,1,1,1,1,1,1,0,1,NA
1901,5.04985600724954,7,155,TRUE,7,8.0115083706707,7.98221830741724,7.92016066625594,7.88795933659994,2.8421683595375,2.56494935746154,2.44495743842435,3.77201079857952,3.42239912624015,66,1988,91,35,20,3,1,0.0774193548387097,0.054318418314256,0.851612903225806,0.739771071800208,1,1,0.451612903225806,0.548387096774194,0.1732475503183
1906,1.94591014905531,6,6,TRUE,6,6.92087416589945,6.91421655053929,6.88687797006851,6.87452124823022,2.56494935746154,2.56494935746154,0.0869135152337955,0.134192480368847,0,99999,99999,99999,99999,1,1,1,1,1,1,1,1,1,1,0,0.0455823501899704
1917,0.693147180559945,1,1,FALSE,1,7.30773872352106,7.30773872352106,11.5129254649702,11.5129254649702,11.5129254649702,11.5129254649702,NA,0,NA,7,2012,68,39,1,1,1,1,1,1,1,1,1,1,0,NA
1926,3.93182563272433,7,50,TRUE,7,6.73414136078656,6.96833134480775,6.4996785484472,7.54838436641294,4.87509489682293,3.17718502039868,1.37482311151433,2.01245574308575,5.19275208758787,99999,99999,99999,99999,14,2,1,0.14,0.0896,0.88,0.7888,1,1,0.3,0.7,0.0521872557150579
1938,5.0998664278242,7,163,TRUE,7,8.25419551267619,8.06768841763183,8.42466723691778,8.22371032685477,2.45704714961399,0,2.34313130532663,3.82098789198564,3.17470389311173,73,1989,79,26,19,3,1,0.098159509202454,0.0656780458428996,0.723926380368098,0.587940833301969,1,1,0.47239263803681,0.52760736196319,0.00561237959311811
1939,5.01063529409626,7,149,TRUE,7,8.42623658092966,8.10860822159679,8.52650752113619,8.13056259507278,2.239828478083,2.56494935746154,2.06213922433428,3.34435072937253,2.46612061152472,12,2001,68,39,19,2,1,0.0939597315436242,0.0613936309175262,0.825503355704698,0.711904869150038,1,1,0.530201342281879,0.469798657718121,0.00809837333517095
1951,5.03695260241363,7,153,TRUE,7,9.53289143005544,10.162669836793,9.74906446524021,10.275844931739,3.26356260720064,2.56494935746154,2.51892327811245,3.55023799011437,3.59712668348763,35,1973,85,43,22,3,1,0.0915032679738562,0.0533555470118331,0.888888888888889,0.796488530052544,1,1,0.522875816993464,0.477124183006536,-0.144802845337735
1952,4.79579054559674,7,120,TRUE,7,8.14988017226871,7.8867750948371,8.21795476320482,7.9105302003364,2.76139706666201,0.346573590279973,2.12170760058673,2.75321171923236,3.16396931588796,17,1981,84,42,20,1,1,0.0583333333333333,0.0551388888888889,1,1,1,1,0.5,0.5,0.0101947432967776
1953,4.87519732320115,7,130,TRUE,7,7.93020913974609,8.16007229110852,8.55365916320882,8.46378014442516,2.11810583951024,0,2.17030654086898,2.74051812163358,4.07272547576431,19,2001,55,25,14,4,1,0.130769230769231,0.0952662721893491,0.638461538461538,0.469467455621302,1,1,0.153846153846154,0.846153846153846,-0.101408088611883
1955,4.84418708645859,7,126,TRUE,7,8.6403562997289,8.64693282497176,9.031235811656,8.81074481890939,3.16086624313642,1.28247467873077,2.16120761152053,2.29596225773354,3.63077415452445,4,1971,69,36,20,2,1,0.0634920634920635,0.0564373897707231,0.968253968253968,0.938523557571177,1,1,0.468253968253968,0.531746031746032,0.0455019689855071
1958,4.0943445622221,6,59,TRUE,6,7.07696985534681,6.91651678465071,7.54353013668708,7.2762105614564,1.32025186401035,0,1.54299096742596,2.61096877834167,2.79155573571944,16,2004,72,45,12,1,1,0.101694915254237,0.0927894283251939,1,1,1,1,0.254237288135593,0.745762711864407,-0.233709892069241
1968,4.18965474202643,7,65,TRUE,7,8.28683269952775,8.33790861831527,8.41769588769967,8.33790861831527,1.08943090059505,0,1.28591642120835,1.99041642785414,2.62859491351462,15,2004,62,44,11,1,1,0.107692307692308,0.100591715976331,1,1,1,1,0.184615384615385,0.815384615384615,0.122199467995902
1981,5.3890717298165,7,218,TRUE,7,7.73403089291574,7.61873843113329,7.93466039262698,7.79501005744553,2.72031678378264,2.56494935746154,2.15263824471798,2.70353536631352,3.04424225969814,50,1993,88,30,20,3,1,0.0963302752293578,0.0619476475044188,0.587155963302752,0.446805824425553,1,1,0.568807339449541,0.431192660550459,-0.102572808026307
1992,4.27666611901606,7,71,TRUE,7,6.19035356911792,5.94017125272043,6.29322311932935,5.94017125272043,2.29669077120552,2.56494935746154,1.79163247961694,2.02798745379898,1.75593240829657,8,1949,92,53,11,2,1,0.0985915492957746,0.0930370958143226,0.929577464788732,0.869073596508629,1,1,0.704225352112676,0.295774647887324,-0.058934524151467
1996,2.19722457733622,1,8,FALSE,1,7.48556455210106,7.31124475577354,11.5129254649702,11.5129254649702,11.5129254649702,11.5129254649702,1.33410346655244,1.79502940507246,0,9,2012,66,30,8,1,1,0.125,0.125,1,1,1,1,0.125,0.875,NA
2006,4.54329478227,7,93,TRUE,7,8.29425653121241,8.32069157104845,8.40116729080569,8.55229775251915,3.4182288645211,2.56494935746154,2.37339592355385,2.62853894259849,3.69430491879745,14,1997,71,43,17,1,1,0.0752688172043011,0.0706440050872933,1,1,1,1,0.548387096774194,0.451612903225806,-0.0607961887476922
2017,3.40119738166216,7,29,TRUE,7,6.14883477362371,5.91889385427315,8.55303622385884,9.32047467495797,6.97915853380338,4.96284463025991,2.05785078986705,3.38799698039584,4.30180758208475,99999,99999,99999,99999,12,1,1,0.241379310344828,0.13436385255648,1,1,1,1,0.551724137931034,0.448275862068966,0.0973121292580128
2025,4.90527477843843,7,134,TRUE,7,9.33921973397959,9.3684916948247,9.56417156676174,9.47142728974632,3.035015164339,2.56494935746154,2.3425585773128,3.76145288703595,3.36364803123392,46,1978,93,36,21,2,1,0.0597014925373134,0.0522388059701493,0.977611940298508,0.95622633103141,1,1,0.507462686567164,0.492537313432836,-0.0521703787203175
2049,4.86753445045558,7,129,TRUE,7,8.86818339566016,8.45904487602067,9.05943336424278,8.57177417542468,3.06811212425084,3.2188758248682,1.93285769533985,2.43710268485132,3.42123266507587,26,1966,99,33,21,1,1,0.0542635658914729,0.0531819001261943,1,1,1,1,0.511627906976744,0.488372093023256,-0.128822410147003
2053,2.70805020110221,2,14,FALSE,2,7.51800954047405,7.35788475159331,7.93217659688973,7.8854114149628,2.4672307608682,1.6094379124341,2.02042013207703,2.43013478540957,2.68667177741596,8,1959,93,60,10,1,1,0.142857142857143,0.112244897959184,1,1,1,1,0.5,0.5,NA
2056,4.74493212836325,7,114,TRUE,7,8.55583399355929,9.61402180025734,8.67299260902512,9.64719278607891,1.57793233344607,0,2.33475409326436,3.65508037252419,2.22435315419302,69,1980,77,24,17,1,1,0.0614035087719298,0.0606340412434595,1,1,1,1,0.385964912280702,0.614035087719298,-0.0905477970199506
2089,2.39789527279837,1,10,FALSE,1,5.41343536829372,5.38786617428577,6.15895859471537,6.03386883277986,1.5361089398383,0,1.8716158989757,1.70962988870242,2.18191825389695,10,2004,75,51,10,1,1,0.1,0.1,1,1,1,1,0.4,0.6,NA
2090,4.4188406077966,6,82,TRUE,6,8.4409980124526,7.85616657986559,9.02286735493688,9.14044716019672,3.73794592017113,1.54552122667916,2.02866345196838,3.24771213742293,4.57556538604832,10,2007,57,28,17,1,1,0.0731707317073171,0.0621653777513385,1,1,1,1,0.390243902439024,0.609756097560976,0.113043776605978
2093,1.09861228866811,1,2,FALSE,1,6.38176711455918,6.38176711455918,11.5129254649702,11.5129254649702,11.5129254649702,11.5129254649702,2.33964563749585,1.65437929584684,0,15,2012,68,32,2,1,1,0.5,0.5,1,1,1,1,1,0,NA
2105,5.22035582507832,7,184,TRUE,7,9.10106285431074,8.77795285776339,9.20696114008212,8.94771962557828,2.8096993768082,2.56494935746154,2.43777337062692,4.5297956284099,3.29376757210769,22,1991,77,40,24,4,1,0.0760869565217391,0.0536389413988658,0.766304347826087,0.634629017013232,1,1,0.521739130434783,0.478260869565217,-0.141322277787185
2109,4.79579054559674,7,120,TRUE,7,8.70541844480626,8.317775524561,8.86643622410468,8.37707532935981,3.52778037695521,4.01487926022041,1.94458664901232,1.74843215170708,3.4135681947921,4,1955,85,54,23,1,1,0.0583333333333333,0.0534722222222222,1,1,1,1,0.583333333333333,0.416666666666667,-0.0274284590229199
2114,4.11087386417331,3,60,TRUE,3,7.48977342703581,7.78777485778581,9.26786736247288,9.92670220331058,5.70946320653176,3.70879020120727,2.22349627658384,3.99091858127539,5.27644030853159,16,2009,66,34,16,3,1,0.1,0.0766666666666667,0.666666666666667,0.52,1,1,0.4,0.6,0.251090866073684
2131,3.61091791264422,7,36,TRUE,7,7.99411897157384,6.7468117197556,7.85527561191223,6.7468117197556,4.58341304694178,3.89182029811063,2.8874126616146,5.99713511262838,2.14123527873314,8,2005,58,32,6,1,1,0.194444444444444,0.189814814814815,1,1,1,1,1,0,0.00470020532128329
2144,3.68887945411394,4,39,TRUE,4,8.85696735625365,8.63941082414049,9.86183641855606,10.6922984867494,3.83764182165674,0,1.92335149291267,2.61554945882539,5.49819250348324,27,2009,69,31,13,1,1,0.102564102564103,0.0927021696252465,1,1,1,1,0.102564102564103,0.897435897435897,-0.332593797841572
2147,4.98360662170834,7,145,TRUE,7,9.34193389162725,9.00414980333963,9.91469313238337,9.87238587066771,3.65802836514638,3.80666248977032,2.1111870349829,3.16581040996264,4.01266955486704,23,1985,67,35,22,5,1,0.096551724137931,0.0540784780023781,0.868965517241379,0.760570749108204,1,1,0.441379310344828,0.558620689655172,-0.000738455312081196
2150,3.43398720448515,6,30,TRUE,6,5.56642226734318,5.9334644217269,6.5413529271436,6.06842290905312,1.91882091082837,0,1.01568242736037,1.87405304222353,4.36396313543183,7,2006,65,55,5,1,1,0.2,0.2,1,1,1,1,0,1,0.0373122149559803
2189,4.99721227376411,7,147,TRUE,7,8.19673851895516,8.07614546425767,8.25842067150586,8.26333266743997,2.12923393617711,0,2.25481599823891,3.54585059836691,3.16186206110047,13,1987,82,42,20,2,1,0.0952380952380952,0.0625202461937156,0.80952380952381,0.691609977324263,1,1,0.380952380952381,0.619047619047619,0.00808750223027542
2213,2.39789527279837,1,10,FALSE,1,6.94399594251087,7.11679567629916,11.5129254649702,11.5129254649702,11.5129254649702,11.5129254649702,1.86630808663382,2.86359428558627,0,8,2011,77,30,9,2,1,0.2,0.12,0.9,0.82,1,1,0.3,0.7,NA
2214,3.55534806148941,6,34,TRUE,6,7.59628986926263,6.79577333513308,8.52928117171903,8.49553535584175,5.48148448550197,4.36405110253105,1.93853549610432,3.38566057038501,3.40058284325281,5,2007,68,60,6,2,1,0.323529411764706,0.209342560553633,0.852941176470588,0.749134948096886,1,1,1,0,0.0882652670263571
2217,4.91265488573605,7,135,TRUE,7,8.71972676690335,8.76248954737158,8.97071619898233,8.88285106773602,3.17893043698826,2.89037175789616,2.15926841939974,2.43231142228741,3.48855541923641,7,1981,80,27,25,1,1,0.0518518518518519,0.0481207133058985,1,1,1,1,0.540740740740741,0.459259259259259,0.0919778747148357
2228,4.02535169073515,7,55,TRUE,7,6.74333006318845,6.93439720992856,7.48071770101737,8.00739370765513,3.49718982761084,2.56494935746154,1.67862686685164,3.02460221152046,3.79432213513834,15,1999,62,41,12,1,1,0.127272727272727,0.0955371900826446,1,1,1,1,0.509090909090909,0.490909090909091,-0.0209071919193856
2229,1.6094379124341,1,4,FALSE,1,6.4484061782567,5.37609885044466,7.10167536440667,6.21917684128848,3.90799065994568,3.2188758248682,2.2993938100216,1.3544164483667,1.40557607143007,8,2002,90,43,4,1,1,0.25,0.25,1,1,1,1,1,0,NA
2232,5.47227067367148,7,237,TRUE,7,8.17247361403767,8.27001306227379,8.36351550953641,8.31752199628717,2.44469325897376,0,1.95044813023099,2.73832330282701,3.11016122199328,25,1969,87,33,21,3,1,0.080168776371308,0.0557424914098524,0.556962025316456,0.458420124979971,1,1,0.455696202531646,0.544303797468354,-0.0433709704446069
2237,4.75359019110636,7,115,TRUE,7,7.51203472908141,7.19250555792425,7.77259676850386,7.69165682281055,2.49989671830629,2.56494935746154,1.74751503105341,2.39677689542343,2.47374303229908,5,1965,78,55,15,2,1,0.121739130434783,0.0837051039697543,0.730434782608696,0.606200378071834,1,1,0.591304347826087,0.408695652173913,-0.120668684587021
2244,4.82028156560504,7,123,TRUE,7,7.6188472024574,7.47250074473756,7.8192528695716,7.52131798019924,2.23377999448597,1.79175946922805,2.05603601360984,3.14110526572444,2.64430263473156,2,1999,66,66,20,1,1,0.0569105691056911,0.0543988366712935,1,1,1,1,0.504065040650406,0.495934959349593,-0.112911298896048
2252,4.17438726989564,7,64,TRUE,7,9.38067871345991,9.85453584928483,9.84790943837165,10.0790048063292,2.30334743930919,0,1.9217601651796,2.39329223134457,4.50259106073902,31,2006,69,30,12,1,1,0.109375,0.09716796875,1,1,1,1,0.109375,0.890625,0.306826941046724
